Year,Month,Day,country,country_txt,region,region_txt,provstate,city,latitude,longitude,summary,alternative_txt,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,motive,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,addnotes,scite1,scite2,scite3
2017,12,11,217,United States,1,North America,New York,New York City,40.697132,-73.931351,"12/11/2017: A suicide bomber detonated explosives at Port Authority Bus Terminal between Seventh and Eighth Avenue in Manhatta, New York City, New York, United States. In addition to the assailant, three civilians were injured in the blast. Akayed Ullah, a jihadi-inspired extremist, claimed responsibility for the incident and stated ""They've been bombing in my country and I wanted to do damage here,"" and ""I did it for the Islamic State.""",,Bombing/Explosion,Transportation,101.0,Bus Station/Stop,Port Authority of New York and New Jersey,Bus Terminal,217.0,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Akayed Ullah, claimed responsibility for the incident and stated ""They've been bombing in my country and I wanted to do damage here,"" and ""I did it for the Islamic State.""",6,Explosives,13.0,Suicide (carried bodily by human being),0.0,4.0,,"""New York bombing suspect charged,"" BBC, December 12, 2017.","""NY Port Authority suspect blames bombing on Israeli actions in Gaza,"" Jerusalem Post, December 11, 2017.","""Who Is Akayed Ullah? New York Port Authority Bombing, Explosion Suspect Arrested,"" International Business Times, December 11, 2017."
2017,12,21,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.8182,144.965,"12/21/2017: An assailant in a vehicle ran over pedestrians along Flinders Street and the Yarra River in Melbourne, Australia. At least one person was killed and 18 other people, including the assailant, were injured in the attack. Saeed Noori, identified as a Muslim extremist, claimed responsibility and stated that he carried out the incident in retaliation for the ""mistreatment of Muslims.""",Lack of Intentionality,Unarmed Assault,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,14.0,Australia,Muslim extremists,"An unaffiliated individual, identified as Saeed Noori, claimed responsibility for the incident and stated that the attack was carried out in retaliation for the ""mistreatment of Muslims.""",10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,1.0,18.0,"The victims also included tourists and civilians from China, India, Ireland, Italy, New Zealand, South Korea, and Venezuela. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. There is doubt that this incident meets terrorism-related criteria. Sources noted that Noori suffers from ""serious mental illness and drug abuse.""","""World Briefs: Melbourne car attack victim dies,"" Straits Times, December 30, 2017.","""AUSTRALIA INCIDENT - Melbourne attack has no links to terrorism, Turnbull says,"" EFE, December 22, 2017.","""As it happened: Melbourne CBD attack day two,"" The Age, Victoria, December 22, 2017."
2016,1,1,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Valence,44.933479999999996,4.89236,"01/01/2016: An assailant rammed his vehicle into soldiers guarding a mosque in Valence, Auvergne-Rhone-Alpes, France. A soldier was injured in the attack, while a civilian and the assailant were injured when soldiers opened fire. An individual, identified as Raouf El Ayeb, claimed responsibility for the incident and stated that he targeted soldiers because ""troops killed people.""",,Unarmed Assault,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",French Armed Forces,Guards,69.0,France,Jihadi-inspired extremists,"An unaffiliated individual, identified as Raouf El Ayeb, claimed responsibility for the incident and stated that he targeted soldiers because ""troops killed people."" Sources also noted that ""jihadist propaganda material"" was found on El Ayeb's computer.",10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,0.0,3.0,,"""Lyon - Man charged after car attack on French soldiers,"" AFP (North European Service), January 3, 2016.","""Man rams car into soldiers protecting mosque in France,"" Al Jazeera, January 2, 2016.","""French prosecutor says attack against soldiers guarding mosque not linked to terrorism,"" The Canadian Press, January 2, 2016."
2016,1,7,217,United States,1,North America,Pennsylvania,Philadelphia,40.008171000000004,-75.13549,"01/07/2016: An assailant shot and injured police officer Jesse Hartnett in Philadelphia, Pennsylvania, United States. Hartnett returned fire and injured the assailant as he attempted to flee. The assailant, identified as Edward Archer, stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",,Armed Assault,Police,25.0,Police Security Forces/Officers,Philadelphia City Police,Officer: Jesse Hartnet,217.0,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Edward Archer, claimed responsibility for the incident and stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",5,Firearms,3.0,Handgun,0.0,2.0,,"""Philly Officer Heads Home 2 Weeks After Ambush,"" NBC Philadelphia, January 22, 2016.","""Islamic State sympathiser shoots Philadelphia police officer,"" Telegraph, January 11, 2016.","""Philly cop wounded in street ambush,"" USA Today, January 8, 2016."
2016,1,7,69,France,8,Western Europe,Ile-de-France,Paris,48.856644,2.34233,"01/07/2016: An assailant armed with a knife and a fake explosives-laden belt attempted to attack a police station in Goutte d'Or, Paris, France. Police officers shot and killed the assailant and there were no other reported casualties. The assailant, identified as Sallah Ali, stated that the attack was carried out in retaliation for French military operations in Syria. Ali also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",,Armed Assault,Police,22.0,"Police Building (headquarters, station, school)",National Gendarmerie,Police Station,69.0,France,Jihadi-inspired extremists,"An unaffiliated individual, identified as Sallah Ali, claimed responsibility for the incident and stated that the attack was carried out in retaliation for French military operations in Syria. Ali also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",9,Melee,23.0,Knife or Other Sharp Object,1.0,0.0,,"""Armed Man in Fake Suicide Vest Is Killed by Paris Police,"" The New York Times, January 8, 2016.","""Jihadist shot dead attacking police on Charlie Hebdo anniversary,"" Agence France-Presse Top News (English), t, January 7, 2016.","""Knifeman shot dead trying to enter Paris police station 'had fake suicide belt',"" EuroNews, January 7, 2016."
2016,1,10,38,Canada,1,North America,Alberta,Calgary,51.038021,-114.06098899999999,"01/10/2016: Two assailants opened fire on TenX nightclub in Calgary, Alberta, Canada. At least one person was injured in the assault. No group claimed responsibility; however, sources identified the assailants as Mohamed Elmi and Mohamed Salad.",,Armed Assault,Business,11.0,Entertainment/Cultural/Stadium/Casino,TenX,Nightclub,38.0,Canada,Muslim extremists,,5,Firearms,3.0,Handgun,0.0,1.0,,"""Video of Ten X nightclub shooting depicts speed of attack and arrests,"" CBC, January 11, 2016.","""Attacks on French Jews, possible mass casualty attack in Canada and more: Links 2 on Jan. 11 – 2016,"" Before It's News, January 11, 2016.",
2016,1,11,121,Malaysia,5,Southeast Asia,Kedah,Sungai Petani,5.642885,100.489173,"01/11/2016: An assailant held a woman at knife point at a shopping complex in Sungai Petani, Kedah state, Malaysia. Police arrested the suspect and there were no reported casualties in the attack. Sources noted that the assailant was influenced by the Islamic State of Iraq and the Levant (ISIL) and wanted to portray his capacity for carrying out violent attacks.",,Hostage Taking (Barricade Incident),Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,121.0,Malaysia,Jihadi-inspired extremists,"The specific motive is unknown; however, authorities stated that the assailant carried out the attack in order to demonstrate his allegiance to the Islamic State of Iraq and the Levant (ISIL) and that he could execute ""ISIL"" attacks.",9,Melee,23.0,Knife or Other Sharp Object,0.0,0.0,,"""No confirmation yet if IS suicide bombers were M'sians,"" Today Online, January 12, 2016.","""Malaysia: Police Says ISIL-Influenced Teenager Staged Attack To Prove Support for Terror Group,"" The Star Online, January 13, 2016.","""Kedahan arrested for holding woman at knife point, IS style,"" Free Malaysia Today, January 12, 2016."
2016,1,11,69,France,8,Western Europe,Provence-Alpes-Cote d'Azur,Marseille,43.293704999999996,5.375662,"01/11/2016: An assailant armed with a machete attacked and injured a Jewish schoolteacher in Marseille, Provence-Alpes-Cote d'Azur region, France. An unidentified individual claimed responsibility for the incident and stated that he believed France did not respect Islam and protected Jewish civilians. He also asserted that he carried out the attack on behalf of the Islamic State of Iraq and the Levant (ISIL).",,Armed Assault,Educational Institution,48.0,Teacher/Professor/Instructor,Unknown,Teacher: Benjamin Amsellem,69.0,France,Jihadi-inspired extremists,An unidentified individual claimed responsibility for the incident and stated that he believed France did not respect Islam and protected Jewish civilians. He also asserted that he carried out the attack on behalf of the Islamic State of Iraq and the Levant (ISIL).,9,Melee,23.0,Knife or Other Sharp Object,0.0,1.0,,"""French teen who attacked Jewish teacher with machete charged with terror ties,"" Haaretz, January 13, 2016.","""Marseille anti-Semitic attack sparks debate on wearing skullcaps,"" Qatar Peninsula, January 12, 2016.","""French Jews Advised To Hide Their Identities After Anti-Semitic Attacks,"" Opposing Views, January 13, 2016."
2016,1,12,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,"01/12/2016: A suicide bomber detonated near tourists at Sultanahmet Square in Istanbul city, Istanbul province, Turkey. In addition to the bomber, at least 12 people were killed and 13 others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",,Bombing/Explosion,Tourists,97.0,Tourist,Not Applicable,Tourists,999.0,Multinational,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,13.0,Suicide (carried bodily by human being),13.0,13.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. The nationalities of the victims included German, Peruvian, Norwegian, and South Korean individuals.","""Woman dies, taking German death toll in Istanbul blast to 12,"" Deutsche Presse-Agentur, February 23, 2016.","""Death toll from January 12 Istanbul terrorism attack rises to 11,"" Deutsche Presse-Agentur, January 26, 2016.","""Arrest is made in deadly Istanbul attack,"" International New York Times, January 13, 2016."
2016,1,15,33,Burkina Faso,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,"01/15/2016: Assailants armed with explosive devices and firearms attacked the Splendid Hotel in Ouagadougou, Centre region, Burkina Faso. At least 126 people were held hostage inside the hotel until security forces rescued them the following day. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",,Hostage Taking (Barricade Incident),Business,8.0,Hotel/Resort,Splendid Hotel,Hotel,33.0,Burkina Faso,Al-Qaida in the Islamic Maghreb (AQIM),Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.,6,Explosives,16.0,Unknown Explosive Type,13.0,11.0,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201601150001, 201601150002, and 201601160001. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""29 Killed, Including 10 Foreigners, In Al Qaeda Attack On Burkina Hotel,"" AFP (World Service), January 17, 2016.","""Security Forces Hunt Possible Surviving Burkina Hotel Attackers,"" AFP (World Service), January 17, 2016.","""Burkina Faso attack demonstrates al Qaeda revival in Africa,"" CNN, January 16, 2016."
2016,1,15,33,Burkina Faso,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,"01/15/2016: Assailants armed with explosive devices and firearms attacked the Cappuccino Cafe in Ouagadougou, Centre region, Burkina Faso. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",,Bombing/Explosion,Business,2.0,Restaurant/Bar/Café,Cappuccino Cafe,Cafe,33.0,Burkina Faso,Al-Qaida in the Islamic Maghreb (AQIM),Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.,6,Explosives,7.0,Grenade,10.0,11.0,"The victims included Mike Riddering, Leila Alaoui and Mahamadi Ouedraogo. Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201601150001, 201601150002, and 201601160001. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""American killed in Burkina Faso attack moved there to work at orphanage,"" CNN, January 17, 2016.","""29 Killed, Including 10 Foreigners, In Al Qaeda Attack On Burkina Hotel,"" AFP (World Service), January 17, 2016.","""Security Forces Hunt Possible Surviving Burkina Hotel Attackers,"" AFP (World Service), January 17, 2016."
2016,1,15,33,Burkina Faso,11,Sub-Saharan Africa,Sahel,Djibo,14.093442000000001,-1.6340780000000001,"01/15/2016: Assailants abducted two Australian surgical clinic managers, Jocelyn Elliott and Ken Elliott, in Djibo, Sahel region, Burkina Faso. Jocelyn was released on February 6, 2016 while the whereabouts of Ken are unknown. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the attack.",,Hostage Taking (Kidnapping),Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Unknown,"Surgical Clinic Managers: Jocelyn Elliott, Ken Elliott",14.0,Australia,Al-Qaida in the Islamic Maghreb (AQIM),,13,Unknown,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Australian woman freed by al Qaeda-linked kidnappers,"" CNN, February 6, 2016.","""Burkina President Vows To Do 'All Possible' For Kidnapped Australian Pair,"" AFP (World Service), January 25, 2016.","""Security Forces Hunt Possible Surviving Burkina Hotel Attackers,"" AFP (World Service), January 17, 2016."
2016,1,16,33,Burkina Faso,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,"01/16/2016: Assailants armed with explosive devices and firearms attacked the Ybi Hotel in Ouagadougou, Centre region, Burkina Faso. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",,Armed Assault,Business,8.0,Hotel/Resort,Ybi Hotel,Hotel,33.0,Burkina Faso,Al-Qaida in the Islamic Maghreb (AQIM),Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,11.0,11.0,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201601150001, 201601150002, and 201601160001. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Security Forces Hunt Possible Surviving Burkina Hotel Attackers,"" AFP (World Service), January 17, 2016.","""Burkina Faso attack demonstrates al Qaeda revival in Africa,"" CNN, January 16, 2016.","""Three attackers from Burkina al Qaeda assault still at large,"" Reuters Africa, January 19, 2016."
2016,1,18,209,Turkey,10,Middle East & North Africa,Kilis,Kilis,36.71928,37.11557,"01/18/2016: Assailants fired a rocket at a school in Kilis city, Kilis province, Turkey. At least two people were killed and one other was injured in the blast. No group claimed responsibility for the incident; however sources attributed the attack to the Islamic State in Iraq and the Levant (ISIL).",Lack of Intentionality,Bombing/Explosion,Educational Institution,49.0,School/University/Educational Building,Eyup Gokce Imam Middle School,Middle School,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",2.0,1.0,"The victims included Aysegul Polat and Gulten Canpolat. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. There is doubt that this incident meets terrorism-related criteria. Sources suspected that the rocket was fired during a clash and was not intended to hit the school.","""Turkey: Student wounded in Syrian rocket attack dies,"" MENA English (Middle East and North Africa Financial Network), January 29, 2016.","""Governor: Syrian rocket hitting Turkish school stray missile,"" Anadolu Agency (AA), January 18, 2016.","""One Killed, Two Wounded in Schoolyard Blast in Southeast Turkey,"" Hurriyet Daily News Online, January 18, 2016."
2016,1,28,209,Turkey,10,Middle East & North Africa,Gaziantep,Karkamis,36.833508,38.000553000000004,"01/28/2016: Assailants opened fire on military personnel in Karkamis, Gaziantep, Turkey. No casualties were reported in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Insurgency/Guerilla Action,Armed Assault,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Turkish Armed Forces (TSK),Soldiers,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,5.0,Unknown Gun Type,0.0,0.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""ISIL militants open fire on Turkish soldiers near Syrian border,"" Turkish Daily, January 28, 2016.","""Turkish soldiers on border shot at from IS territory in Syria,"" Reuters UK, January 28, 2016.","""Daesh opens fire on Turkish soldiers near Syrian border; 5 terrorists killed,"" Daily Sabah, January 28, 2016."
2016,2,3,209,Turkey,10,Middle East & North Africa,Gaziantep,Karkamis district,36.835813,37.995306,"02/03/2016: Assailants fired three mortars into Karkamis district, Gaziantep province, Turkey. There were no reported casualties in the attack. This was one of three related attacks in the district on the same day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",,Bombing/Explosion,Private Citizens & Property,75.0,Village/City/Town/Suburb,Karkamis District,District,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,,"""BBCM: Terrorism Digest 03-04 February 2016,"" BBC Monitoring, February 4, 2016.","""Daesh fires mortars into Turkey's southeastern Gaziantep province,"" Daily Sabah, February 3, 2016.",
2016,2,3,209,Turkey,10,Middle East & North Africa,Gaziantep,Karkamis,36.833508,38.000553000000004,"02/03/2016: Assailants fired two mortars into Karanfil neighborhood, Karkamis district, Gaziantep province, Turkey. There were no reported casualties in the attack. This was one of three related attacks in the district on the same day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",,Bombing/Explosion,Private Citizens & Property,75.0,Village/City/Town/Suburb,Karanfil Neighborhood,Neighborhood,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,,"""BBCM: Terrorism Digest 03-04 February 2016,"" BBC Monitoring, February 4, 2016.","""Daesh fires mortars into Turkey's southeastern Gaziantep province,"" Daily Sabah, February 3, 2016.",
2016,2,3,209,Turkey,10,Middle East & North Africa,Gaziantep,Karkamis,36.833508,38.000553000000004,"02/03/2016: Assailants fired a mortar into Etiler neighborhood, Karkamis district, Gaziantep province, Turkey. There were no reported casualties in the attack. This was one of three related attacks in the district on the same day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",,Bombing/Explosion,Private Citizens & Property,75.0,Village/City/Town/Suburb,Etiler Neighborhood,Neighborhood,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,,"""BBCM: Terrorism Digest 03-04 February 2016,"" BBC Monitoring, February 4, 2016.","""Daesh fires mortars into Turkey's southeastern Gaziantep province,"" Daily Sabah, February 3, 2016.",
2016,2,3,209,Turkey,10,Middle East & North Africa,Gaziantep,Karkamis district,36.835813,37.995306,"02/03/2016: Assailants opened fire on Turkish soldiers during a mine-clearing operation in Karkamis district, Gaziantep province, Turkey. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Insurgency/Guerilla Action,Armed Assault,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Turkish Armed Forces (TSK),Soldiers,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,5.0,Unknown Gun Type,0.0,0.0,,"""ISIL militants open fire on security forces near Syrian border,"" Turkish Daily, February 3, 2016.","""BBCM: Terrorism Digest 03-04 February 2016,"" BBC Monitoring, February 4, 2016.",
2016,2,5,75,Germany,8,Western Europe,Lower Saxony,Hanover,52.368390999999995,9.754008,"02/05/2016: An assailant threw two incendiary devices at the Ernst-August-Galerie mall in Hanover, Lower Saxony, Germany. There were no reported casualties in the attack. No group claimed responsibility; however, sources identified the assailant as Saleh Schmitter. Schmitter had previously been in contact with the Islamic State of Iraq and the Levant (ISIL) during a trip to Turkey.",,Armed Assault,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,75.0,Germany,Jihadi-inspired extremists,"The specific motive is unknown; however, sources suspected that Saleh Schmitter may have communicated with members of the Islamic State of Iraq and the Levant (ISIL) in Turkey.",8,Incendiary,18.0,Arson/Fire,0.0,0.0,,"""Molotov attack in Hannover: Many questions unanswered,"" NDR.de, February 8, 2016.","""Germany: Brother of Terrorism Suspect Safia Schmitter To Stand Trial for Attempted Murder,"" Summary, August 30, 2016.",
2016,2,11,217,United States,1,North America,Ohio,Columbus,40.064023999999996,-82.86381800000001,"02/11/2016: A machete-wielding assailant attacked and wounded four people in Nazareth Restaurant & Deli in Columbus, Ohio, United States. Police shot and killed the assailant after he fled the restaurant. No group claimed responsibility for the incident; however sources identified the assailant as Mohamed Barry, who shouted ""Allahu Akbar"" immediately before the attack.",,Armed Assault,Business,2.0,Restaurant/Bar/Café,Nazareth Restaurant & Deli,Restaurant,217.0,United States,Muslim extremists,,9,Melee,23.0,Knife or Other Sharp Object,1.0,4.0,"The victims included Neil McKeein, William Foley, Debbie Russell, and Gerald Russell.","""Columbus machete attack motive,"" CNN, February 12, 2016.","""Random act or Islamist terrorism? Questions linger as Ohio restaurant reopens after machete attack,"" Washington Post, February 16, 2016.","""Ohio Machete attacker Mohamed Barry was investigated by FBI for radical Islamist views,"" One News Page United Kingdom, February 15, 2016."
2016,2,14,198,Sweden,8,Western Europe,Stockholm,Fittja,59.25074,17.862651,"02/14/2016: An assailant opened fire on a pro-Kurdish rally in Fittja neighborhood, Botkyrka suburb, Stockholm province, Sweden. At least one person was injured in the assault. No group claimed responsibility for the incident; however, sources indicated that the assailant shouted ""Long live Daesh"" during the attack.",,Armed Assault,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Pro-Kurdish Rally,198.0,Sweden,Jihadi-inspired extremists,"The specific motive is unknown; however, sources noted that the assailant yelled ""Long live Daesh"" during the attack.",5,Firearms,5.0,Unknown Gun Type,0.0,1.0,,"""Botkyrka - Turks, Kurds fear tit-for-tat violence in Sweden,"" AFP (North European Service), February 19, 2016.","""Stockholm - Blast at Turkish cultural centre in Stockholm: police,"" AFP (North European Service), February 18, 2016.","""Stockholm: Blast damages Turkish community centre,"" International Business Times UK, February 18, 2016."
2016,2,18,603,United Kingdom,8,Western Europe,England,Rochdale,53.613527000000005,-2.148956,"02/18/2016: Two assailants attacked Jalal Uddin with a hammer in Rochdale, England, United Kingdom. Uddin, an imam, was killed in the attack. Mohammed Syeedy and Mohammed Abdul Kadir claimed responsibility for the incident and while the specific motive is unknown sources noted that authorities discovered Islamic State of Iraq and the Levant (ISIL) propaganda on Syeedy's mobile phone.",,Unarmed Assault,Religious Figures/Institutions,85.0,Religious Figure,Unknown,Imam: Jalal Uddin,216.0,Great Britain,Jihadi-inspired extremists,"The specific motive is unknown; however, sources noted that Islamic State of Iraq and the Levant (ISIL) propaganda was discovered on the mobile phone of one of the assailants, Mohammed Syeedy.",9,Melee,21.0,Blunt Object,1.0,0.0,,"""IS attacked Britain - and nobody noticed,"" Middle East Eye, March 6, 2017.","""Jalal Uddin murder trial: Prosecution case comes to end,"" Manchester Evening News, September 2, 2016.","""Washington: The 2016 Timeline of Islamic Terror,"" US Official News, December 26, 2016."
2016,2,26,75,Germany,8,Western Europe,Lower Saxony,Hanover,52.375906,9.731978,"02/26/2016: A 15-year old assailant stabbed a police officer in Hanover, Germany. The police officer was injured as a result of the attack. No group claimed responsibility for the incident; however, sources stated that the assailant had recently joined the Islamic State of Iraq and the Levant (ISIL) during a trip to Turkey.",,Armed Assault,Police,25.0,Police Security Forces/Officers,Lower Saxony Police,Officer,75.0,Germany,Islamic State of Iraq and the Levant (ISIL),,9,Melee,23.0,Knife or Other Sharp Object,0.0,1.0,,"""German prosecutors: Teen who stabbed cop 'supported IS',"" Deutsche Welle, April 15, 2016.","""UPDATE 1-Germany investigating possible religious motive behind attack on policeman,"" Reuters Africa, March 3, 2016.","""Singapore: Germany probing Islamic State link to policeman's stabbing - magazine,"" Channel NewsAsia Online, March 3, 2016."
2016,3,7,208,Tunisia,10,Middle East & North Africa,Medenine,Ben Gardane,33.129326,11.202468,"03/07/2016: Assailants attacked a military barracks in Ben Gardane, Medenine, Tunisia. This was one of four coordinated raids in the town on the same day, and one of three raids with related casualties. At least 54 people, including 18 security personnel and civilians and 36 assailants were killed, and 17 people were injured across the three events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out to ""save"" Ben Gardane from the ""tyrant army.""",Insurgency/Guerilla Action,Armed Assault,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Tunisian Armed Forces (FAT),Barracks,208.0,Tunisia,Islamic State of Iraq and the Levant (ISIL),"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out to ""save"" Ben Gardane from the ""tyrant army.""",5,Firearms,5.0,Unknown Gun Type,18.0,5.0,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201603070028, 201603070029, and 201603070030. This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.","""Border attack feeds Tunisia fears of Libya jihadist spillover,"" Reuters Africa, March 13, 2016.","""Islamic State attack on Ben Guerdane indicates shift in group's Tunisia strategy, to trigger insurgency,"" IHS Global Insight, March 10, 2016.","""Tunisia hunts jihadists after deadly border raid,"" Bangladesh Daily Star, March 8, 2016."
2016,3,7,208,Tunisia,10,Middle East & North Africa,Medenine,Ben Gardane,33.129326,11.202468,"03/07/2016: Assailants attacked a National Guard headquarters in Ben Gardane, Medenine, Tunisia. This was one of four coordinated raids in the town on the same day, and one of three raids with related casualties. At least 54 people, including 18 security personnel and civilians and 36 assailants were killed, and 17 people were injured across the three events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out to ""save"" Ben Gardane from the ""tyrant army.""",Insurgency/Guerilla Action,Armed Assault,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Tunisian National Guard,Headquarters,208.0,Tunisia,Islamic State of Iraq and the Levant (ISIL),"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out to ""save"" Ben Gardane from the ""tyrant army.""",5,Firearms,5.0,Unknown Gun Type,18.0,6.0,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201603070028, 201603070029, and 201603070030. This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.","""Border attack feeds Tunisia fears of Libya jihadist spillover,"" Reuters Africa, March 13, 2016.","""Islamic State attack on Ben Guerdane indicates shift in group's Tunisia strategy, to trigger insurgency,"" IHS Global Insight, March 10, 2016.","""Tunisia hunts jihadists after deadly border raid,"" Bangladesh Daily Star, March 8, 2016."
