Year,Month,Day,country,country_txt,region,region_txt,provstate,city,latitude,longitude,summary,alternative_txt,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,motive,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,addnotes,scite1,scite2,scite3
2016,5,9,167,Russia,9,Eastern Europe,Chechnya,Grozny,43.320229,45.654491,"05/09/2016: Two suicide bombers attacked a police checkpoint in Grozny, Chechenya, Russia. The two bombers were killed and six police officers were injured in the attack. Muslim extremists claimed responsibility for the incident.",,Bombing/Explosion,Police,24.0,Police Checkpoint,Russian Police,Checkpoint,167.0,Russia,Muslim extremists,,6,Explosives,13.0,Suicide (carried bodily by human being),2.0,6.0,"Casaulty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable sources are reported here.","""Casualties Mount in North Caucasus as Violence Spreads in April-May,"" Georgia Today, May 12, 2016.","""1st LD Writethru: At least 6 police officers wounded in checkpoint blast in Russia's Chechnya,"" Xinhua General News Service, May 9, 2016.","""Russian Terrorism and Counterterrorism Highlights 16 May 2016,"" Summary, May 16, 2016."
2016,5,10,75,Germany,8,Western Europe,Bavaria,Grafing,48.047381,11.963047,"05/10/2016: An assailant stabbed people at a train station in Grafing, Bavaria, Germany. One person was killed and three others were wounded in the attack. The assailant stated that he wanted to target ""non-believers.""",Lack of Intentionality,Armed Assault,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,75.0,Germany,Muslim extremists,"An unaffiliated individual, identified as Paul H., claimed responsibility for the incident and stated that he wanted to target ""non-believers.""",9,Melee,23.0,Knife or Other Sharp Object,1.0,3.0,There is doubt that this incident meets terrorsim-related criteria. Sources noted that the assailant was mentally ill at the time of the attack.,"""Grafing - 'Crazed' German knife attacker kills one, wounds three,"" AFP (North European Service), May 10, 2016.","""1 killed, others wounded by attacker in Germany shouting 'Allahu Akbar',"" Middle East Eye, May 10, 2016.","""Singapore: Man knifes rail passengers at Munich train station, one killed, three injured,"" Channel NewsAsia Online, May 10, 2016."
2016,5,26,69,France,8,Western Europe,Occitanie,Saint Julien du Poy,43.758824,2.0919689999999997,"05/26/2016: Two assailants stabbed and injured an off-duty soldier in Saint Julien du Poy, Occitanie, France. The assailants claimed responsibility and stated that the attack was carried out in retaliation for France's involvement in Syria against the Islamic State of Iraq and the Levant (ISIL).",,Armed Assault,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",French Army,Sergeant,69.0,France,Jihadi-inspired extremists,Two individuals claimed responsibility for the incident and stated that the attack was carried out in retaliation for France's involvement in Syria against the Islamic State of Iraq and the Levant (ISIL).,9,Melee,23.0,Knife or Other Sharp Object,0.0,1.0,,"""French soldier stabbed by two men in 'revenge attack over Syria',"" International Business Times UK, May 27, 2016.","""Soldier In France Stabbed Over Syria - Reports,"" Sky News, May 27, 2016.","""French soldier knifed by men 'angry over Syria bombings',"" The Local France, May 27, 2016."
2016,5,27,209,Turkey,10,Middle East & North Africa,Kilis,Elbeyli district,36.675086,37.469106,"05/27/2016: Assailants fired three rockets that struck a house in Elbeyli district, Kilis, Turkey. Five people were injured in the blast. This was one of three related rocket attacks in the area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",,Bombing/Explosion,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,5.0,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Turkish rockets, U.S.-led coalition hit Islamic State in Syria: media,"" Reuters Canada, May 28, 2016.","""Turkish army hits ISIL targets in Syria, says 104 militants killed,"" Turkish Daily, May 28, 2016.","""Xinhua world news summary at 1530 GMT, May 28,"" Xinhua General News Service, May 28, 2016."
2016,5,27,209,Turkey,10,Middle East & North Africa,Kilis,Unknown,36.716477000000005,37.114661,"05/27/2016: Assailants fired rockets at a military checkpoint in Kilis province, Turkey. There were no reported casualties. This was one of three related rocket attacks in the area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",Insurgency/Guerilla Action,Bombing/Explosion,Military,36.0,Military Checkpoint,Turkish Armed Forces (TSK),Checkpoint,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Xinhua world news summary at 1530 GMT, May 28,"" Xinhua General News Service, May 28, 2016.",,
2016,5,27,209,Turkey,10,Middle East & North Africa,Kilis,Unknown,36.716477000000005,37.114661,"05/27/2016: Assailants fired rockets at a military checkpoint in Kilis province, Turkey. There were no reported casualties. This was one of three related rocket attacks in the area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",Insurgency/Guerilla Action,Bombing/Explosion,Military,36.0,Military Checkpoint,Turkish Armed Forces (TSK),Checkpoint,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Xinhua world news summary at 1530 GMT, May 28,"" Xinhua General News Service, May 28, 2016.",,
2016,5,31,33,Burkina Faso,11,Sub-Saharan Africa,Sahel,Intamgom,14.100087,-0.149499,"05/31/2016: Assailants opened fire on a police station in Intamgom, Sahel, Burkina Faso. Three police officers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",,Armed Assault,Police,22.0,"Police Building (headquarters, station, school)",National Police,Police Station,33.0,Burkina Faso,Muslim extremists,,5,Firearms,5.0,Unknown Gun Type,3.0,0.0,,"""3 Burkina Police Killed In Attack Near Mali,"" AFP (World Service), June 1, 2016.","""4 killed in attacks on UN peacekeeping efforts in Mali,"" The Canadian Press, June 1, 2016.","""Burkina Faso suspects jihadists carried out deadly police station attack,"" Xinhua General News Service, June 1, 2016."
2016,6,5,160,Philippines,5,Southeast Asia,Basilan,Tumahubong,6.495387,122.068013,"06/05/2016: Assailants opened fire on Armed Forces of the Philippines (AFP) soldiers in Tumahubong, Basilan, Philippines. At least two people were killed in the assault. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack. Sources also attributed the incident to the Abu Sayyaf Group (ASG).",Insurgency/Guerilla Action,Armed Assault,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of the Philippines (AFP),Soldiers,160.0,Philippines,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,5.0,Unknown Gun Type,2.0,0.0,,"""2 troops killed in Abu ambush,"" Philippines Daily Tribune, June 7, 2016.","""2 soldiers killed in ambush in southern Philippines,"" World Bulletin, June 5, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan News Bulletin for 6 June,"" Twitter, June 6, 2016."
2016,6,12,217,United States,1,North America,Florida,Orlando,28.519601,-81.37679399999999,"06/12/2016: An assailant armed with an assault rifle and a handgun opened fire on customers at Pulse, a gay nightclub, in Orlando, Florida, United States. The assailant then held an unknown number of people hostage inside the nightclub for three hours. At least 49 people were killed and 53 people were injured during the attack before the assailant was killed by police officers, who also rescued 30 hostages. The assailant, identified as Omar Mateen, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for U.S. airstrikes in Iraq and Syria. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Omar Mateen's connection to ISIL could not be confirmed.",,Hostage Taking (Barricade Incident),Business,11.0,Entertainment/Cultural/Stadium/Casino,Pulse Nightclub,Nightclub,217.0,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Omar Mateen, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for United States (US) airstrikes in Iraq and Syria.",5,Firearms,2.0,Automatic or Semi-Automatic Rifle,50.0,53.0,"The victims included Edward Sotomayor Jr., Stanley Almodovar III, Luis Omar Ocasio-Capo, Juan Ramon Guerrero, Eric Ivan Ortiz-Rivera, Peter O. Gonzalez-Cruz, Luis S. Vielma, Kimberly Morris, Eddie Jamoldroy Justice, Darryl Roman Burt II, Deonka Deidra Drayton, Alejandro Barrios Martinez, Anthony Luis Laureanodisla, Jean Carlos Mendez Perez, Franky Jimmy Dejesus Velazquez, Amanda Alvear, Martin Benitez Torres, Luis Daniel Wilson-Leon, Mercedez Marisol Flores, Xavier Emmanuel Serrano Rosado, Gilberto Ramon Silva Menendez, Simon Adrian Carrillo Fernandez, Oscar A Aracena-Montero, Enrique L. Rios, Jr., Miguel Angel Honorato, Javier Jorge-Reyes, Joel Rayon Paniagua, Jason Benjamin Josaphat, Cory James Connell, Juan P. Rivera Velazquez, Luis Daniel Conde, Shane Evan Tomlinson, Juan Chevez-Martinez, Jerald Arthur Wright, Leroy Valentin Fernandez, Tevin Eugene Crosby, Jonathan Antonio Camuy Vega, Jean C. Nives Rodriguez, Rodolfo Ayala-Ayala, Brenda Lee Marquez McCool, Yilmary Rodriguez Solivan, Christopher Andrew Leinonen, Angel L. Candelario-Padro, Frank Hernandez, Paul Terrell Henry, Antonio Davon Brown, Christopher Joseph Sanfeliz, Akyra Monet Murray, and Geraldo A. Ortiz-Jimenez.","""Two Canadians injured in Orlando shooting fear for their lives,"" Montreal Gazette, June 15, 2016.","""Hispanics shaken by heavy toll at Orlando club massacre,"" Reuters, June 14, 2016.","""Orlando nightclub shooting: Casualties confirmed,"" Al Jazeera, June 12, 2016."
2016,6,12,209,Turkey,10,Middle East & North Africa,Sanliurfa,Sanliurfa,37.177044,38.794146999999995,"06/12/2016: Two assailants opened fire on Ahmad Abdel Qader in Sanliurfa, Turkey. Abdel Qader, a journalist and activist for Eye on the Homeland, was injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",,Assassination,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Eye on the Homeland,Journalist: Ahmad Abdel Qader,200.0,Syria,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,5.0,Unknown Gun Type,0.0,1.0,,"""Assassination attempt on anti-Islamic State activist in Turkey,"" Deutsche Presse-Agentur, June 13, 2016.","""Syrian Activist Shot by Islamic State Fighters in Southeast Turkey,"" New York Times, June 13, 2016.","""Istanbul - Syrian anti-IS activist badly wounded in Turkey attack,"" AFP (North European Service), June 13, 2016."
2016,6,13,69,France,8,Western Europe,Ile-de-France,Magnanville,48.969002,1.684609,"06/13/2016: An assailant stabbed and killed police commander Jean-Baptiste Salvaing and his spouse at their house in Magnanville, Ile-de-France, France. The assailant also took the victims' child hostage for several hours before being killed by police. The assailant, identified as Larossi Abballa, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Abballa's connection to ISIL could not be confirmed.",,Assassination,Police,25.0,Police Security Forces/Officers,French Police,Commander: Jean-Baptiste Salvaing,69.0,France,Jihadi-inspired extremists,"An individual, identified as Larossi Abballa, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",9,Melee,23.0,Knife or Other Sharp Object,3.0,0.0,The victims included Jessica Schneider.,"""French jihadist police killer 'obeyed Islamic State call',"" BBC, June 14, 2016.","""Islamic State-linked radical kills French police couple,"" Qatar Tribune, June 15, 2016.","""Isis fighter Larossi Abballa who murdered police officer and wife in Paris was a convicted terrorist,"" International Business Times UK, June 14, 2016."
2016,6,21,102,Jordan,10,Middle East & North Africa,Mafraq,Ar-Ruwayshid district,33.313874,38.70215,"06/21/2016: A suicide bomber detonated an explosives-laden vehicle at a military post providing services to a refugee camp in Ar-Ruwayshid, Mafraq, Jordan. In addition to the assailant, at least seven people were killed and 13 people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Insurgency/Guerilla Action,Bombing/Explosion,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Jordanian Border Guards,Post,102.0,Jordan,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,15.0,Vehicle,8.0,13.0,"The victims included Lance Corporal Rashad Talafha, Khader Hajji, Ahmad Sbeihi, Anas Asmar, Noureddine Tweisat and Bilal Zu'bi. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Jordan car bomb: 6 killed in attack on Syrian border,"" CNN, June 21, 2016.","""ISIS tied to deadly attack in Jordan,"" The Boston Globe, June 28, 2016.","""Terror attack claims seventh victim,"" Jordan Times, June 23, 2016."
2016,6,21,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,"06/21/2016: Security forces identified and arrested three suicide bombers in Istanbul, Turkey. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",,Bombing/Explosion,Unknown,,,Unknown,Unknown,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,13.0,Suicide (carried bodily by human being),0.0,0.0,,"""Turkey arrests 3 suspected suicide bombers,"" Trend News Agency, June 21, 2016.",,
2016,6,28,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,"06/28/2016: Three suicide bombers opened fire before detonating their explosives-laden vests at Ataturk Airport in Istanbul, Turkey. In addition to the assailants, at least 45 people were killed and 235 people were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",,Bombing/Explosion,Airports & Aircraft,44.0,Airport,Ataturk Airport,Airport,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) intended to damage Turkey's tourism industry.",6,Explosives,13.0,Suicide (carried bodily by human being),48.0,235.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""BBC Online: Istanbul Airport Attackers From Russia, Uzbekistan, Kyrgyzstan,"" BBC Online, June 30, 2016.","""41 Dead As Turkey Blames IS For Istanbul Airport Carnage,"" AFP (World Service), June 29, 2016.","""Singapore: Istanbul airport attack death toll rises to 45,"" Channel NewsAsia Online, July 2, 2016."
2016,6,28,121,Malaysia,5,Southeast Asia,Selangor,Puchong,3.032715,101.618802,"06/28/2016:Two assailants threw a hand grenade at Movida restaurant in Puchong, Selangor, Malaysia. Eight people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",,Bombing/Explosion,Business,2.0,Restaurant/Bar/Café,Movida,Bar,121.0,Malaysia,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,7.0,Grenade,0.0,8.0,,"""ISIL blamed for Malaysian bar attack,"" Euronews, July 4, 2016.","""Mastermind behind Malaysia nightclub attack is known IS recruiter,"" Today Online, July 4, 2016.","""Thailand: Eight injured in Malaysia hand grenade attack: police,"" The Nation Online, June 28, 2016."
2016,7,2,160,Philippines,5,Southeast Asia,Lanao del Sur,Buadi Sacayo,8.002912,124.26825,"07/02/2016: An explosive device detonated near a Philippine Army (PA) vehicle in Buadi Sacayo, Marawi district, Lanao del Sur, Philippines. Assailants then opened fire on the soldiers with projectiles and firearms. At least one soldier was killed and three others were injured in the blast and ensuing clash. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack. Sources also attributed the incident to the Maute Group.",Insurgency/Guerilla Action,Bombing/Explosion,Military,35.0,Military Transportation/Vehicle (excluding convoys),Philippine Army (PA),Vehicle,160.0,Philippines,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the Maute Group carried out the attack in order to demonstrate that the group had not lost its capabilities due to military operations.",6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",1.0,3.0,,"""More IS killings loom in Mindanao,"" Manila Times (Philippines), July 8, 2016.","""Philippines: Lanao troops on alert after Maute attack on Army camp,"" Philstar.com, July 3, 2016.","""Soldier dies, 3 others injured in Marawi City ambush,"" Sun Star Network, July 2, 2016."
2016,7,5,93,Indonesia,5,Southeast Asia,Central Java,Surakarta,-7.556169000000001,110.82305900000001,"07/05/2016: A suicide bomber driving a motorcycle detonated near the Indonesian National Police (INP) headquarters in Surakarta, Central Java, Indonesia. Aside from the death of the bomber, at least one officer was injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Islamic State in Iraq and the Levant (ISIL).",,Bombing/Explosion,Police,22.0,"Police Building (headquarters, station, school)",Indonesian National Police (INP),Solo City Police Headquarters,93.0,Indonesia,Islamic State of Iraq and the Levant (ISIL),,6,Explosives,13.0,Suicide (carried bodily by human being),1.0,1.0,,"""Suicide bomber strikes police station in Indonesia, wounds officer,"" Deutsche Presse-Agentur, July 5, 2016.","""Indonesia: Daesh-linked suspect planned to attack Bali,"" Anadolu Ajansi, August 21, 2016.","""Islamic State suspected after suicide bomber targets Indonesian police station,"" International Business Times UK, July 5, 2016."
2016,7,6,160,Philippines,5,Southeast Asia,Basilan,Sungkayot,6.533878,122.167001,"07/06/2016: Assailants opened fire on a Philippine Army (PA) headquarters and residents in Sungkayot, Tipo-Tipo district, Basilan, Philippines. It is unknown whether there were any casualties in the assault. This was one of two attacks in different villages of Tipo-Tipo on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents. Sources also attributed the attacks to the Abu Sayyaf Group (ASG).",,Armed Assault,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Philippine Army (PA),Headquarters,160.0,Philippines,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,"""'Abu Sayyaf men' attack Basilan village, displacing 'thousands',"" Philippines Daily Inquirer, July 7, 2016.","""Top Abu leaders lead attacks in Basilan,"" Philippine Daily Inquirer, July 7, 2016.","""Revision: Philippines: Army battalion locked in combat with Abu Sayyaf in Basilan,"" Philstar.com, July 7, 2016."
2016,7,6,160,Philippines,5,Southeast Asia,Basilan,Magcawa,6.5505379999999995,122.11598799999999,"07/06/2016: Assailants opened fire on residents in Magcawa, Tipo-Tipo district, Basilan, Philippines. It is unknown whether there were any casualties in the assault. This was one of two attacks in different villages of Tipo-Tipo on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents. Sources also attributed the attacks to the Abu Sayyaf Group (ASG).",,Armed Assault,Private Citizens & Property,75.0,Village/City/Town/Suburb,Magcawa Village,Village,160.0,Philippines,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,"""Top Abu leaders lead attacks in Basilan,"" Philippine Daily Inquirer, July 7, 2016.","""Revision: Philippines: Army battalion locked in combat with Abu Sayyaf in Basilan,"" Philstar.com, July 7, 2016.","""ISIL: Table of Contents of Weekly Al-Naba' Newsletter's 38th Issue,"" Twitter, July 12, 2016."
2016,7,13,209,Turkey,10,Middle East & North Africa,Gaziantep,Unknown,37.044872,37.371839,"07/13/2016: Assailants shot and killed Huseyin Gumus, a police officer, in Gaziantep, Turkey. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",,Armed Assault,Police,25.0,Police Security Forces/Officers,Turkish National Police (EGM),Officer: Huseyin Gumus,209.0,Turkey,Islamic State of Iraq and the Levant (ISIL),,5,Firearms,5.0,Unknown Gun Type,1.0,0.0,,"""Police informant within ISIL killed Turkish police officer: Report,"" Hurriyet Daily News Online, November 23, 2017.",,
2016,7,14,69,France,8,Western Europe,Provence-Alpes-Cote d'Azur,Nice,43.693611,7.255833,"07/14/2016: An assailant rammed a truck into a crowd celebrating Bastille Day in Nice, France. The assailant, identified as Mohamed Lahouaiej-Bouhlel, opened fire on police officers before being shot and killed. In addition to the assailant, 86 people were killed and 433 people were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Bouhlel's connection to ISIL could not be confirmed.",,Armed Assault,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Bastille Day Celebration,69.0,France,Jihadi-inspired extremists,"The specific motive is unknown; however, sources noted that Mohamed Bouhlel had indicated that he supported the Islamic State of Iraq and the Levant (ISIL).",5,Firearms,3.0,Handgun,87.0,433.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Attack on Nice: Who was Mohamed Lahouaiej-Bouhlel?,"" BBC, August 19, 2016.","""Nice, France attacker reportedly recruited by Algerian ISIS fighter, researched Orlando massacre,"" The Associated Press, July 18, 2016.","""Nice - Tunisian 'terrorist' kills 84 in Nice truck attack,"" AFP (North European Service), July 15, 2016."
2016,7,18,75,Germany,8,Western Europe,Bavaria,Wurzburg,49.75611,9.97061,"07/18/2016: An assailant armed with an axe and a knife attacked passengers on a train near Wurzburg, Bavaria, Germany. At least five people were injured in the attack before the assailant fled; the assailant was later shot and killed by police. Riaz Khan Ahmadzai claimed responsibility for the incident and stated that the attack was carried out in revenge for members of the Muslim community. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Ahmadzai's connection to ISIL could not be confirmed.",,Armed Assault,Private Citizens & Property,68.0,Named Civilian,Not Applicable,"Civilians: Yau Shu-ping, Edmund Au Yeung, Wong Pui-king",89.0,Hong Kong,Jihadi-inspired extremists,"An unaffiliated individual, identified as Riaz Khan Ahmadzai, claimed responsibility for the incident and stated that the attack was intended as revenge for members of the Muslim community. Sources also noted that a painted flag of the Islamic State of Iraq and the Levant (ISIL) was found in the room of Ahmadzai.",9,Melee,23.0,Knife or Other Sharp Object,1.0,5.0,"The victims included Tracy Yau. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Germany axe attack: Assault on train in Wuerzburg,"" BBC, July 18, 2016.","""Terror Investigation: Germany Attackers Had Contact with Suspected IS Members,"" Spiegel Online, August 5, 2016.","""Kyodo: Hong Kong Victims Remain In Hospital Following Train Attack In Germany,"" Kyodo World Service, July 21, 2016."
2016,7,18,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.4501,30.5234,"07/18/2016: Assailants abducted Valeriy Liudmyrsky in Kiev, Ukraine. Liudmyrsky, the Ukrainian Railways power supply department head, was rescued on March 26, 2017. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",,Hostage Taking (Kidnapping),Government (General),18.0,"Government Personnel (excluding police, military)",Ukrainian Railways,Power Supply Department Head: Valeriy Liudmyrsky,214.0,Ukraine,Muslim extremists,"The specific motive is unknown; however, sources noted that a ransom was demanded in exchange for Valeriy Liudmyrsky.",5,Firearms,5.0,Unknown Gun Type,0.0,0.0,,"""Ukrzaliznytsia Executive Liudmyrskyi Does Not Link His Abduction To His Professional Activities,"" Ukrainian News Agency, March 27, 2017.","""National Police: Suspects In Abduction Of Ukrzaliznytsia Executive Liudmyrskyi Linked To Radical Islamist Groups,"" Ukrainian News Agency, March 27, 2017.","""Police free Ukrzaliznytsia official Liudmyrsky kidnapped 8 months ago, detain two abductors - interior minister,"" Ukraine General Newswire, March 27, 2017."
2016,7,20,603,United Kingdom,8,Western Europe,England,Marham,52.646770999999994,0.5527810000000001,"07/20/2016: Two assailants attempted to abduct an off-duty soldier near the Royal Air Force (RAF) base in Marham, England, United Kingdom. One of the assailants was injured as the RAF soldier fended off the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",Other Crime Type,Hostage Taking (Kidnapping),Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Royal Air Force,Soldier,216.0,Great Britain,Muslim extremists,,9,Melee,23.0,Knife or Other Sharp Object,0.0,1.0,There is doubt that this incident meets terrorism-related criteria. Sources stated that police were also investigating whether the attack was related to drugs or a personal dispute.,"""Serviceman threat treated as 'abduction',"" BBC, July 21, 2016.","""RAF soldier 'kidnap' attempt could have been road rage claims police,"" Daily Star Online, December 23, 2016.","""RAF kidnap suspect 'has two black eyes' after soldier headbutted him in botched abduction,"" Daily Star Online, July 25, 2016."
2016,7,24,75,Germany,8,Western Europe,Bavaria,Ansbach,49.3,10.583333,"07/24/2016: An assailant detonated an explosive device outside a music festival in Ansbach, Bavaria, Germany. The assailant was killed and at least 15 people were injured in the blast. The assailant, identified as Muhammad Daleel, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Daleel's connection to ISIL could not be confirmed.",,Bombing/Explosion,Business,11.0,Entertainment/Cultural/Stadium/Casino,Ansbach Open Music Festival,Music Festival,75.0,Germany,Jihadi-inspired extremists,"An unaffiliated individual, identified as Muhammad Daleel, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",6,Explosives,12.0,Remote Trigger,1.0,15.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Terror Investigation: Germany Attackers Had Contact with Suspected IS Members,"" Spiegel Online, August 5, 2016.","""Another attack in Germany,"" The Hindu, July 26, 2016.","""Suicide bomber in Germany pledged loyalty to militant group,"" San Francisco Chronicle, July 25, 2016."
2016,7,26,69,France,8,Western Europe,Normandy,Saint-Etienne-du-Rouvray,49.382753,1.106722,"07/26/2016: Two assailants stormed a church and held six people hostage in Saint-Etienne-du-Rouvray, Upper Normandy, France. Father Jacques Hamel was killed and another person was injured in the attack. One hostage escaped and alerted police forces, who killed the two assailants and freed the remaining four hostages. The assailants, identified as Abdel Malik Petitjean and Adel Kermiche, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) in a video prior to the attack. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Petitjean and Kermiche's connection to ISIL could not be confirmed.",,Hostage Taking (Barricade Incident),Religious Figures/Institutions,86.0,Place of Worship,Saint-Etienne-du-Rouvray Church,Church,69.0,France,Jihadi-inspired extremists,"The specific motive is unknown; however, sources noted that Abdel Malik Petitjean and Adel Kermiche pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) prior to the attack. Sources also noted that ISIL alleged that the attack was carried out in retaliation for France's involvement against ISIL.",5,Firearms,3.0,Handgun,3.0,1.0,,"""Paris - Church attacker threatened France in new video,"" AFP (North European Service), July 29, 2016.","""Syrian asylum seeker in custody over links with church attack: report,"" Xinhua General News Service, July 29, 2016.","""Normandy killer was tagged after previous terror plots,"" The Independent, July 28, 2016."
2016,8,10,38,Canada,1,North America,Ontario,Strathroy,42.955709999999996,-81.623195,"08/10/2016: An assailant detonated an explosive device in a taxi in Strathroy, Ontario, Canada. The taxi driver was injured in the blast and the assailant was killed in an ensuing clash with police. The assailant, identified as Aaron Driver, pledged allegiance to the Islamic State of Iraq and the Levant (ISIL); however, Driver's connection to ISIL could not be confirmed.",,Bombing/Explosion,Transportation,105.0,Taxi/Rickshaw,Unknown,Taxi,38.0,Canada,Jihadi-inspired extremists,"An unaffiliated individual, identified as Aaron Driver, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",6,Explosives,17.0,Other Explosive Type,1.0,1.0,,"""Canada extremist Aaron Driver 'was planning attack',"" BBC, August 12, 2016.","""'The police put my life in jeopardy': Cabbie talks about being caught in Aaron Driver standoff,"" Ottawa Citizen, August 17, 2016.","""BBC Monitoring: Terrorism Digest 11-12 August 2016,"" BBC Monitoring, August 12, 2016."
